date,total_assets,pnl,positions,return_pct
2026-05-18,504807.7126043256,4807.712604325614,5,0.9615425208651228
2026-05-19,523754.87656951766,18947.16396519204,5,3.7533428060048397
2026-05-20,514020.0953145732,-9734.78125494445,5,-1.8586521463447143
2026-05-21,522877.992084368,8857.89676979481,5,1.7232588473751982
2026-05-22,516774.81465566944,-6103.177428698575,5,-1.1672278277326706
